feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
act_track_fr,-0.35913025687066596,1.833762213507993,0.35913025687066596,1,-1.0,Non-Conforming,0.7
gdp_forecast_2yr_fr,0.044293905964280726,3.5197161719912167,0.044293905964280726,1,1.0,Conforming,0.7
u_rat_fr,0.023148978627468387,0.5609825795314615,0.023148978627468387,-1,1.0,Non-Conforming,0.7
pol_rat_fr,-0.0005791183842394112,0.23731140870661935,0.0005791183842394112,1,-1.0,Non-Conforming,0.8
cpi_inf_fr,-0.0005249851806745557,0.11918842916936676,0.0005249851806745557,1,-1.0,Non-Conforming,0.9
pol_rat_us,3.650796840788573e-05,0.05536270414452594,3.650796840788573e-05,1,1.0,Conforming,0.8
cpi_forecast_2yr_fr,6.336186990762845e-06,0.16223114155862173,6.336186990762845e-06,1,1.0,Conforming,0.9
