feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
act_track_au,0.7856052655491682,9.971009982390619,0.7856052655491682,1,1.0,Conforming,0.7
u_rat_au,0.03728143537509591,0.3594001199091406,0.03728143537509591,-1,1.0,Non-Conforming,0.7
gdp_forecast_2yr_au,0.0010057201998000724,0.37467480684516313,0.0010057201998000724,1,1.0,Conforming,0.7
cpi_inf_au,-0.0002287993959272349,0.015737434535327683,0.0002287993959272349,1,-1.0,Non-Conforming,0.9
pol_rat_us,0.00012736774967980077,0.04362521210159851,0.00012736774967980077,1,1.0,Conforming,0.8
cpi_forecast_2yr_au,1.3962670226854823e-05,0.006227253239672924,1.3962670226854823e-05,1,1.0,Conforming,0.9
pol_rat_au,1.9716176195097766e-06,0.20716282095095725,1.9716176195097766e-06,1,1.0,Conforming,0.8
