feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
act_track_pl,0.8147138833083741,6.40622540315565,0.8147138833083741,1,1.0,Conforming,0.7
u_rat_pl,-0.007854615056022,0.5015027710763182,0.007854615056022,-1,-1.0,Conforming,0.7
rating_pl,0.002521832449733362,9.26283285636352,0.002521832449733362,-1,1.0,Non-Conforming,0.8
pol_rat_us_influence,0.00013167417729017454,0.03762539251331674,0.00013167417729017454,1,1.0,Conforming,0.8
gdp_forecast_10yr_pl,7.819548121991578e-05,0.10359870512132285,7.819548121991578e-05,1,1.0,Conforming,0.7
pol_rat_us,2.515064596572832e-05,0.022717421451559392,2.515064596572832e-05,1,1.0,Conforming,0.8
cpi_inf_pl,1.1794882556631118e-05,0.01069911543161121,1.1794882556631118e-05,1,1.0,Conforming,0.9
pol_rat_pl,-1.1444514058839653e-06,0.10000711311870988,1.1444514058839653e-06,1,-1.0,Non-Conforming,0.8
cpi_forecast_10yr_pl,-5.019461498404117e-07,0.019458413417652108,5.019461498404117e-07,1,-1.0,Non-Conforming,0.9
