,decision_date_hu,curr_change_hu,category_hu
329,2021-02-23,0.6911505624068282,depreciation
330,2021-03-23,0.1488143379379414,hold
331,2021-04-27,-0.87362454151384,appreciation
332,2021-05-25,0.16494121775751935,hold
333,2021-06-22,0.41243438543867583,hold
334,2021-07-27,-1.0264846191807897,appreciation
335,2021-08-24,0.21941668917093704,hold
336,2021-09-21,0.8945793149318204,depreciation
337,2021-10-19,0.584232152028763,hold
338,2021-11-16,-0.8340826641034416,appreciation
339,2021-12-14,-0.47464478196962423,hold
340,2022-01-25,0.837742504409178,depreciation
341,2022-02-22,4.622491239248183,depreciation
342,2022-03-22,1.7073388754804464,depreciation
343,2022-04-26,1.4286519386834895,depreciation
344,2022-05-31,-0.9187451022779403,appreciation
345,2022-06-28,0.12180590493844345,hold
346,2022-07-26,-0.005043881771404912,hold
347,2022-08-30,0.5724525859923446,hold
348,2022-09-27,1.0572666478289472,depreciation
349,2022-10-25,-1.286923891080538,appreciation
350,2022-11-22,0.5862646566164198,hold
351,2022-12-20,-0.03965211874489283,hold
352,2023-01-24,-0.4054923236108343,hold
353,2023-02-28,-0.7351707944317054,appreciation
354,2023-03-28,-0.882060036989607,appreciation
355,2023-04-25,-1.7054533833057328,appreciation
356,2023-05-23,-0.3870967741935516,hold
357,2023-06-20,-1.0653909368396497,appreciation
358,2023-07-25,1.3594154804529524,depreciation
359,2023-08-29,0.3339898946647324,hold
360,2023-09-26,0.37873664277019436,hold
361,2023-10-24,0.1464492953854757,hold
362,2023-11-21,-0.30073895858395705,hold
363,2023-12-19,-0.8965792930158312,appreciation
364,2024-01-30,-1.2152680325568266,appreciation
365,2024-02-27,0.7879040088778044,depreciation
366,2024-03-26,-0.013693002875514448,hold
367,2024-04-23,-0.35660813937661295,hold
368,2024-05-21,0.5406166408559843,hold
369,2024-06-18,0.9308402057646603,depreciation
370,2024-07-23,0.6619569449852536,depreciation
371,2024-08-27,0.8906467859886691,depreciation
372,2024-09-24,0.5188104215688938,hold
373,2024-10-22,0.3641365916814854,hold
374,2024-11-19,1.8869393687707792,depreciation
375,2024-12-17,2.5343378433784203,depreciation
376,2025-01-28,0.26106319264929123,hold
