,decision_date_id,curr_change_id,category_id
229,2023-11-23,0.06428801028608433,hold
230,2023-12-21,-0.27053140096617856,appreciation
231,2024-01-17,-0.15984654731457937,hold
232,2024-02-21,-0.2558362647905321,appreciation
233,2024-03-20,0.4136175628380423,depreciation
234,2024-04-24,0.34666336511079976,depreciation
235,2024-05-22,0.0,hold
236,2024-06-20,0.12172854534389099,hold
237,2024-07-17,0.5590062111801242,depreciation
238,2024-08-21,0.03228931223764331,hold
239,2024-09-18,-1.2385919165580184,appreciation
240,2024-10-16,-0.3094179075614045,appreciation
241,2024-11-20,0.06303183107470023,hold
242,2024-12-18,0.6525792417650722,depreciation
243,2025-01-15,0.27573529411764053,depreciation
