date,actual,predicted,residual,country,tenor,model_type
1994-11-30,7.938454545454545,6.673886902939429,1.2645676425151153,United States,yld_10yr,mlp
1994-12-31,7.810181818181818,6.86287193696916,0.9473098812126581,United States,yld_10yr,mlp
1995-01-31,7.765590909090909,6.592326375391485,1.1732645336994239,United States,yld_10yr,mlp
1995-02-28,7.4565,6.607784133262067,0.8487158667379333,United States,yld_10yr,mlp
1995-03-31,7.196478260869566,6.5900532470573445,0.6064250138122214,United States,yld_10yr,mlp
1995-04-30,7.0488,6.7342277361605625,0.3145722638394375,United States,yld_10yr,mlp
1995-05-31,6.613043478260869,6.592554234387846,0.020489243873023533,United States,yld_10yr,mlp
1995-06-30,6.162590909090909,6.664232158392895,-0.5016412493019864,United States,yld_10yr,mlp
1995-07-31,6.269523809523809,6.671466865211098,-0.4019430556872887,United States,yld_10yr,mlp
1995-08-31,6.478086956521739,6.893180075932336,-0.4150931194105967,United States,yld_10yr,mlp
1995-09-30,6.197047619047619,6.930218813719553,-0.7331711946719341,United States,yld_10yr,mlp
1995-10-31,6.038454545454545,6.552171056106269,-0.5137165106517241,United States,yld_10yr,mlp
1995-11-30,5.922272727272727,6.708313501966496,-0.7860407746937694,United States,yld_10yr,mlp
1995-12-31,5.710285714285714,6.762180134949385,-1.051894420663671,United States,yld_10yr,mlp
1996-01-31,5.647173913043478,6.0083596765807705,-0.3611857635372928,United States,yld_10yr,mlp
1996-02-29,5.796619047619048,6.34989157000946,-0.5532725223904116,United States,yld_10yr,mlp
1996-03-31,6.260333333333333,6.2576274138655545,0.002705919467778095,United States,yld_10yr,mlp
1996-04-30,6.503863636363636,6.452224975056035,0.0516386613076012,United States,yld_10yr,mlp
1996-05-31,6.733086956521738,6.616246001585537,0.11684095493620106,United States,yld_10yr,mlp
1996-06-30,6.904850000000001,6.377192912865494,0.5276570871345063,United States,yld_10yr,mlp
1996-07-31,6.856478260869564,6.3126846499257905,0.5437936109437738,United States,yld_10yr,mlp
