feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
act_track_hu,0.4158731931107799,2.5117219820098815,0.4158731931107799,1,1.0,Conforming,0.7
gdp_forecast_2yr_hu,0.0819300606739176,0.41224683402895573,0.0819300606739176,1,1.0,Conforming,0.7
u_rat_hu,0.07147051109912465,1.5031791193082504,0.07147051109912465,-1,1.0,Non-Conforming,0.7
pol_rat_us,0.0016447087374859605,0.11140971265399391,0.0016447087374859605,1,1.0,Conforming,0.8
pol_rat_us_influence,0.001352349429056623,0.049355392670562666,0.001352349429056623,1,1.0,Conforming,0.8
pol_rat_hu,0.00047494921678349774,0.1757019231506524,0.00047494921678349774,1,1.0,Conforming,0.8
cpi_forecast_2yr_hu,0.00028709754850192996,0.11322177571009769,0.00028709754850192996,1,1.0,Conforming,0.9
cpi_inf_hu,0.00013323194073923292,0.026936376976219315,0.00013323194073923292,1,1.0,Conforming,0.9
