feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
act_track_gb,0.0497740289339474,1.1532781840250106,0.0497740289339474,1,1.0,Conforming,0.7
u_rat_gb,0.03674539935134287,0.6122886290900207,0.03674539935134287,-1,1.0,Non-Conforming,0.7
gdp_forecast_2yr_gb,0.017797573786086887,0.28961240482413836,0.017797573786086887,1,1.0,Conforming,0.7
pol_rat_us,0.0006260555801276902,0.09787162047458127,0.0006260555801276902,1,1.0,Conforming,0.8
cpi_inf_gb,0.0004261875423585431,0.03529956826743965,0.0004261875423585431,1,1.0,Conforming,0.9
pol_rat_gb,0.00028890863758551845,0.11018906087696213,0.00028890863758551845,1,1.0,Conforming,0.8
cpi_forecast_2yr_gb,7.670303867307142e-06,0.012602805722783906,7.670303867307142e-06,1,1.0,Conforming,0.9
