brazil_inf,chile_inf,mexico_inf,czechia_inf,poland_inf,china_inf,india_inf,korea_inf,colombia_inf,hungary_inf,turkey_inf,israel_inf,south_africa_inf,malaysia_inf,philippines_inf,thailand_inf,taiwan_inf,peru_inf,indonesia_inf
"Brazil, Consumer Price Index, Extended National, Total (IPCA), Index","Chile, Consumer Price Index, Total (Spliced CPI), Index","Mexico, Consumer Price Index, Total, Index","Czech Republic, Consumer Price Index, Total, Index","Poland, Consumer Price Index, Total, Index","China, Consumer Price Index, National, All Areas, Total, (Macrobond Calculated, Assuming Average of 2015 values =100), Index","India, Consumer Price Index, Urban & Rural Combined, Index","South Korea, Consumer Price Index, Total, Index","Colombia, Consumer Price Index, Total, Index","Hungary, Consumer Price Index, All Items, Total, Index","Turkey, Consumer Price Index, Total, Index","Israel, Consumer Price Index, Total, SA, Index","South Africa, Consumer Price Index, All Country, All Items, Index","Malaysia, Consumer Price Index, Total, Index","Philippines, Consumer Price Index, Total, Total, Index","Thailand, Consumer Price Index, Total, Index","Taiwan, Consumer Price Index, Total, SA, Index","Peru, Consumer Price Index, National, Total, Index","Indonesia, Consumer Price Index, Total, General, Index"
,,0.759953741946143,,,,0,1.35913384012901,-0.00176661278497849,,0.602409638554215,,,0.0985044455484543,0.975644617018905,,-1.33410672853827,,7.63372181020131
,,-0.0163961305132011,,,,0,2,0.0229663719315587,,0.598802395209579,,,-0.1972428782913,0.966144042087177,,0.940623162845386,,0
,,0.295178747130203,,,,2.70270270270269,2.18360071301247,0.850443767386401,,0,,,-0.197632694706784,2.39235707484623,,0.873616773442042,,-0.709287674931369
,,0.130804447351213,,,,0,2.13693850850414,1.38706457205906,,0.595238095238094,,,0,1.86915421324517,,0.404157043879909,,-1.42842575755001
,,0.212279555845852,,,,0,-1.00341588385996,0.502668808623101,,0.591715976331375,,,-0.296821305841935,0,,-0.172512938470392,,0.724562719286906
,,0.60290043995437,,,,2.63157894736842,-2.11343541082596,1.05359045752982,,0.588235294117645,,,-0.099522207238838,2.29358986295444,,-0.979262672811049,,0.719350573212432
,,0.49400712666019,,,,0,0.705001101564222,0.280636108512626,,0,,,0.696055684454758,1.34527091900385,,0.756253635834782,,0
,,0.459344024498346,,,,0,0.721942682126457,-0.576662143826323,,0.584795321637425,,,-0.394874342589889,1.76990732143761,,1.50115473441107,,0
,,0.240654580458852,,,,0,2.43266724587316,0.726714431934498,,1.16279069767442,,,0.495334737928357,0.434798186759525,,1.70648464163823,,-2.14278026092918
,,0.0320102432778532,,,,2.56410256410257,1.97201017811705,0.065203400738402,,1.72413793103448,,,0.394485756582615,2.16451331812545,,-0.391498881431769,,0
,,0.543999999999989,,,,0,-0.187149095446046,1.11789047889041,,1.12994350282486,,,0.0984470090861026,4.2373095076281,,-0.112296462661424,,3.64954946871174
,,0.843411839592618,,,,-2.5,3.47916666666666,0.9808352163361,,1.1173184357542,,,0,0.812974842755586,,0.224845418774588,,0.704153570545914
,,0.986271106201674,,,,0,2.63740688544393,1.57796157862458,,1.1049723756906,,,1.47184672698244,3.629038709336,,1.96298373527763,,2.79733563313376
,,0.414094851160254,,,,0,1.98116908591605,0.843627107028056,,2.73224043715846,,,0.289931691925544,1.16729738412088,,-1.26512651265127,,2.72094437932713
,,0.381263616557724,,,,0,1.88497788036161,0.990291262135925,,0.531914893617034,,,-0.481961986921767,1.15388746618428,,-0.167130919220042,,0
,,0.511588248972949,,,,0,-0.434208042288082,1.82577068512465,,2.64550264550264,,,-0.8719011565092,-0.38024159528554,,-0.334821428571441,,-1.32450070249615
,,0.208220868358147,,,,0,-1.78232840348882,1.19745403334303,,0.515463917525772,,,-0.391014304677321,0.381692950650185,,0.559910414333715,,-2.01335226478842
,,0.454055718023703,,,,0,-0.154440154440155,0.560544217687074,,2.05128205128206,,,0.0979244278871727,0.760425164995719,,0.111358574610243,,-2.05485684175932
,,-0.0766107408258607,,,,2.56410256410257,1.77880897138439,1.36996892056965,,5.52763819095477,,,-0.392165202781744,3.77360446373503,,-0.945494994438274,,0
,,0.912366786782177,,,,2.49999999999999,0.892857142857137,1.06774050854954,,2.38095238095237,,,0.393709193237775,1.45454162044516,,0.224592925322868,,-0.699229918111208
,,0.326698070202094,,,,0,1.67576727546602,0.81951131167087,,1.39534883720931,,,0.490419174411439,1.07525234900356,,-1.40056022408964,,-0.704153570545914
,,0.0984475577432856,,,,0,-0.796296296296299,1.40639501811322,,1.8348623853211,,,1.07297953931718,1.06381366755417,,2.27272727272726,,1.41829410970617
,,0.166439703434706,,,,0,0.16800448011946,1.0709830753674,,0.900900900900898,,,0.0963177312567776,0.350889781091471,,0.611111111111108,,3.49656555124497
,,0.475830815709974,,,,0,0.969064480059644,0.481984021499404,,0,,,1.06098576287637,1.04898854964887,,0.717835450027604,,-0.675606880660203
,,0.44350898293618,,,,0,1.53193060169805,1.10397255694288,,-0.44642857142857,,,0.381687289647671,2.76815841584158,,-1.15131578947367,,1.36040474941226
