feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
u_rat_ca,-8.01219504334488e-05,0.2990293755129531,8.01219504334488e-05,-1,-1.0,Conforming,0.7
gdp_forecast_5yr_ca,-9.841066223889546e-06,0.7279438117916294,9.841066223889546e-06,1,-1.0,Non-Conforming,0.7
cpi_inf_ca,-6.107442553089962e-06,0.033731193972165355,6.107442553089962e-06,1,-1.0,Non-Conforming,0.9
pol_rat_ca,8.431773797686522e-16,0.06786686582969989,8.431773797686522e-16,1,1.0,Conforming,0.8
rating_ca,7.673861546209082e-16,3.1682553590608467,7.673861546209082e-16,-1,1.0,Non-Conforming,0.8
cpi_forecast_5yr_ca,6.465938895416912e-16,0.0006045629257631244,6.465938895416912e-16,1,1.0,Conforming,0.9
pol_rat_us,6.110667527536861e-16,0.024354690614088365,6.110667527536861e-16,1,1.0,Conforming,0.8
