feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
u_rat_pl,-0.00328451214225124,0.4653674900361647,0.00328451214225124,-1,-1.0,Conforming,0.7
rating_pl,-0.0008411879471060881,8.714457322937156,0.0008411879471060881,-1,-1.0,Conforming,0.8
pol_rat_us,-0.00011002472512600292,0.0035047658146624664,0.00011002472512600292,1,-1.0,Non-Conforming,0.8
cpi_forecast_5yr_pl,-4.977150667106756e-05,0.024982475762019504,4.977150667106756e-05,1,-1.0,Non-Conforming,0.9
pol_rat_us_influence,-1.0664614084834767e-05,0.021748920334121676,1.0664614084834767e-05,1,-1.0,Non-Conforming,0.8
pol_rat_pl,-3.225726153362511e-06,0.13785506386718058,3.225726153362511e-06,1,-1.0,Non-Conforming,0.8
cpi_inf_pl,-2.5179165338589844e-06,0.05382560837891995,2.5179165338589844e-06,1,-1.0,Non-Conforming,0.9
gdp_forecast_5yr_pl,2.782959048393726e-16,0.05027179213574362,2.782959048393726e-16,1,1.0,Conforming,0.7
