feature,mean_impact,std_impact,abs_impact
act_track_us,-0.3446339311650711,0.001757060477322191,0.3446339311650711
cpi_inf_us,0.053669510130393235,0.0030236383533408604,0.053669510130393235
pol_rat_us,-0.017186889013988696,0.0,0.017186889013988696
rating_us,-0.015489579579065422,0.0,0.015489579579065422
gdp_forecast_10yr_us,0.0,0.0,0.0
cpi_forecast_10yr_us,0.0,0.0,0.0
u_rat_us,0.0,0.0,0.0
