feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
act_track_fr,0.5569618651770664,1.786268039296159,0.5569618651770664,1,1.0,Conforming,0.7
u_rat_fr,-0.009349877495042418,0.22534787248750107,0.009349877495042418,-1,-1.0,Conforming,0.7
gdp_forecast_30yr_fr,0.0013609303818122977,0.31604543871374696,0.0013609303818122977,1,1.0,Conforming,0.7
rating_fr,0.0008771538841280643,0.30206010882140377,0.0008771538841280643,-1,1.0,Non-Conforming,0.8
pol_rat_us,3.9882379461445205e-05,0.04684388542863214,3.9882379461445205e-05,1,1.0,Conforming,0.8
pol_rat_fr,-1.4672552976431922e-05,0.02697477443337655,1.4672552976431922e-05,1,-1.0,Non-Conforming,0.8
cpi_inf_fr,1.1797394632909371e-05,0.018056288325268878,1.1797394632909371e-05,1,1.0,Conforming,0.9
cpi_forecast_30yr_fr,-2.4655836715680537e-06,0.00925600958114818,2.4655836715680537e-06,1,-1.0,Non-Conforming,0.9
