feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
act_track_it,0.3022099946308949,4.643711866452217,0.3022099946308949,1,1.0,Conforming,0.7
gdp_forecast_10yr_it,0.25749375170523275,10.805048021281555,0.25749375170523275,1,1.0,Conforming,0.7
u_rat_it,0.008205016103475252,0.4944108753821395,0.008205016103475252,-1,1.0,Non-Conforming,0.7
rating_it,0.002484345638144795,0.3407156871600128,0.002484345638144795,-1,1.0,Non-Conforming,0.8
pol_rat_it,8.462895300125102e-05,0.05186903710245857,8.462895300125102e-05,1,1.0,Conforming,0.8
cpi_inf_it,-4.029295064221857e-05,0.06780698636096219,4.029295064221857e-05,1,-1.0,Non-Conforming,0.9
pol_rat_us,-2.2025919024977488e-05,0.009601216161138218,2.2025919024977488e-05,1,-1.0,Non-Conforming,0.8
cpi_forecast_10yr_it,5.759033053183889e-07,0.002984122526098568,5.759033053183889e-07,1,1.0,Conforming,0.9
