feature,mean_impact,std_impact,abs_impact
pol_rat_de,-0.506012024909871,0.0,0.506012024909871
cpi_inf_de,0.44509260316721955,0.012892518641010209,0.44509260316721955
gdp_forecast_5yr_de,-0.005708579216062208,0.0,0.005708579216062208
pol_rat_us,-0.0005578703128182272,0.0,0.0005578703128182272
cpi_forecast_5yr_de,0.0,0.0,0.0
rating_de,0.0,0.0,0.0
u_rat_de,0.0,0.0,0.0
