feature,mean_impact,std_impact,abs_impact,expected_direction,actual_direction,conformity,confidence
u_rat_cz,-4.616539225876319e-05,0.28709301969517037,4.616539225876319e-05,-1,-1.0,Conforming,0.7
gdp_forecast_5yr_cz,-3.6513630919020086e-05,0.0021735293579545605,3.6513630919020086e-05,1,-1.0,Non-Conforming,0.7
rating_cz,-1.5493500756785276e-05,6.749093675118545,1.5493500756785276e-05,-1,-1.0,Conforming,0.8
cpi_forecast_5yr_cz,9.800751956134946e-07,0.003847973596230016,9.800751956134946e-07,1,1.0,Conforming,0.9
pol_rat_cz,2.2220528584782074e-07,0.11764095407899658,2.2220528584782074e-07,1,1.0,Conforming,0.8
pol_rat_us,2.0766364912105927e-07,0.011057300045657284,2.0766364912105927e-07,1,1.0,Conforming,0.8
cpi_inf_cz,6.48221609580446e-08,0.012354935006520578,6.48221609580446e-08,1,1.0,Conforming,0.9
pol_rat_us_influence,-5.115907697472721e-16,0.009817909520559545,5.115907697472721e-16,1,-1.0,Non-Conforming,0.8
